0x30b9e8db,전사의 길
0x6d4693e5,"어부는 스냅죠 같은 위에 독수리 같은 발톱을 갖추고 피에 굶주린 무리가 베일워터 분지를 쑥대밭으로 만든 사실을 언급했습니다.\n\n어부는 당신이 녀석들 중 하나를 처치한 뒤 새로운 적을 잘 파악할 수 있도록 그 신체 일부를 기념품으로 가져오기를 원합니다. \n\n<b>이 야수들은 사방에 널려 있지만, 용이한 장소가 지도에 표시되어 있습니다.</b>"
0x6e337879,"야크를 길들이기 위한 지정된 장소에 도착했습니다. 이제 조심스럽게 접근하고 먹이를 주고 쓰다듬어 먹이 미끼로 야크를 길들이세요. \n\n야크가 편안해지면, 집으로 데려와서 모를 얻을 수 있습니다!"
0x6e82816b,다양한 방법으로 집을 확장할 수 있습니다. 화염 제단을 강화하면 건물 범위가 증가합니다. <b> 화염</b>을 강화하면 어둠의 안개에 대한 방어력이 증가하고 <b>기지를 더 많이 건설할 수 있습니다</b>. \n\n원하는 곳에 외부 야생에 두 번째 화염 제단 기지를 건설하세요.
0x6ed7efa3,<npc>연금술사</npc>는 또 다른 고대 유적에 거점 건설과 보관을 도와줄 생존자가 있을 것이라 확신합니다.\n\n그가 언급한 고대 유적지를 찾으세요!
0x72e687aa,"<lorename>이코라</lorename>의 가게는 텅 비었고, <location>래틀블리크</location>에는 기이한 형태로 굳은 조각상이 즐비합니다. 아마도 <b><lorename>이코라</lorename>의 <craftingstation>검은 가마솥</craftingstation>을 사용한 실험과 연관이 있는 것 같습니다</b>. 조각상의 흔적을 따라가다 보면 만날 수도 있을 것입니다."
0x78e0e90b,<b>글라이더</b>를 제작하면 멀리 떨어진 곳에 도달하거나 어둠의 안개에 뒤덮인 계곡을 무사히 건널 수 있습니다. <b><craftingstation>작업대</craftingstation></b>에서 <b>어둠의 안개 나무</b>로 제작할 수 있습니다. \n\n어둠의 안개 아래로 모험을 떠나 어둠의 안개 나무를 획득하세요.\n\n<b>글라이더</b>를 사용하여 이동하는 동안 <b>지구력</b>이 고갈되지 않도록 주의하세요.
0x7a16f0fa,"당신은 미친 마법사가 남긴 실험 기록을 발견했습니다. 안타깝게도 마법사가 이 무덤에서 벌인 실험은 성공하지 못했지만 다음 실험이 벌어질 장소를 암호처럼 남겨놓았습니다:\n""이 물에서 난 관문 기지 ""어두운 물""을 건너 정글로 나아가 다음 무덤을 찾노라.""\n\n다음 무덤으로 나아가 그 비밀을 밝혀내세요."
0x7bcc6aa6,레벨우드 망자의 전당 위치가 드러났습니다. 적과 싸워 끝까지 도달한 뒤 외눈박이 짐승을 쓰러뜨려 <npc>수집가</npc>에게 줄 새 제작 재료를 획득하세요.\n\n<b>이 괴물을 쓰러뜨리기란 쉽지 않습니다. 싸울 준비를 한 뒤 동료가 있다면 모두 모아서 괴물에 맞설 대비를 하세요.</b>
0x7cb027af,약탈자들이 마차에 전리품을 싣고 이동 중입니다. <b><keyitem>원형 톱날</keyitem></b>도 주변 야영지로 옮겨진 것이 분명합니다. <b>길을 따라가면</b> 야영지에 도달할 수 있을 것입니다.
0x7d749ed3,<npc>대장장이</npc>가 더 좋은 장비를 제작할 수 있도록 <craftingstation>제련소</craftingstation>를 설치하고 싶어 합니다. <craftingstation>제련소</craftingstation>를 만드는 데는 <keyitem>도가니</keyitem>가 필요합니다.\n\n대장장이는 약탈자 소굴로 변한 레벨우드 지역 광산에 예전에 사용하던 <keyitem>도가니</keyitem>가 있을 것이라고 말했습니다.
0x7e64e4d9,알바네브 봉우리에 도착했습니다! \n\n여기에서 <b>고대 첨탑을 점화하여</b> 화염의 존재를 확장하고 미지의 땅에서 퀘스트를 안내하는 빛의 인도를 받으세요!
0x7fa440fa,<craftingstation>방추</craftingstation>는 버려진 <b><npc>사냥꾼</npc>의 야영지</b>에 있었습니다. <b>거점</b>에 있는 <npc>사냥꾼</npc>에게 가져다 주세요.
0x814bc29d,지도에 <b>고대 유적지</b>에 숨어 있는 <npc>연금술사</npc>의 위치가 표시되었습니다. 연금술사는 물약과 주문에 관한 방대한 지식과 진실을 지니고 있습니다.
0x824f86ca,"보석 세공소 내부의 적들을 처치하고, 그들이 <b>""태고의 정수""</b>라 불리는 자원을 가지고 있었다는 사실을 발견했습니다.\n\n보석 세공소는 아직 온전하지만, 성소의 나머지 부분은 약탈당한 상태입니다. 아마도 어둠의 무리들이 무기 강화에 사용되는 태고의 정수를 차지하러 이곳에 온 것 같습니다.\n\n<b>어둠의 무리들의 흔적을 따라가</b> 그들이 숨겨둔 에너지 자원을 어디로 가져갔는지 알아내세요!"
0x83f248c6,<npc>농부</npc>가 <craftingstation>조리대</craftingstation>에서 더 좋은 음식을 만들기 위해 <keyitem>가마솥</keyitem>를 원합니다. 그녀는 <b><location><lorename>파이크미드</lorename> 리치</location></b>에 있는 친구 <lorename>라울</lorename>을 찾아가 <keyitem>가마솥</keyitem>를 되찾아올 것을 제안했습니다.\n\n<b><location><lorename>파이크미드</lorename> 리치</location>에 가려면 통과 레벨 3가 필요합니다.</b> 화염에 <b>제물</b>을 바쳐 통과 레벨을 올리세요.
0x84635fa1,<location><lorename>파이크미드</lorename> 리치</location> 항구 구역의 한 주민이 <b>침수 직전의 지하실 어딘가에 상자를 숨겨</b> 두었습니다. 상자를 찾아 열어보세요!
0x8486bea1,<location>동부 라피스</location>에서 <b>직조공의 오두막</b>을 발견했습니다. <npc>사냥꾼</npc>이 찾는 <craftingstation>베틀</craftingstation>이 이 안쪽 어딘가에 있을 것입니다.\n\n충전재 키트와 더 좋은 방어구를 제작하려면 베틀을 반드시 회수해야 합니다.
0x8489db48,<npc>연금술사</npc>의 비밀 연구소 닫힌 문 뒤에서 <craftingstation>막자사발</craftingstation>이 발견되었습니다. 이것을 정당한 주인에게 돌려주어야 합니다.\n\n거점에 <craftingstation>막자사발</craftingstation>을 <b>배치하면</b> 새로운 제작법이 활성화됩니다.
0x86994263,창조의 기둥 내부 발굴 야영지에서 <craftingstation>석공 도구</craftingstation>를 발견했습니다. <npc>목수</npc>에게 전해주면 더 많은 제작 도구를 만들어 줄 것입니다.
0x86e38ecc,목수는 드락이 가라앉은 사원에 온갖 금은보화를 숨겼을지도 모른다고 추정합니다. 그래서 그 금화를 얻을 요량으로 여러 개의 사원 중 한 곳을 탐험하라고 당신을 보냈습니다.\n\n금화가 있으면 기지를 장식하고 부를 과시할 수 있습니다.\n\n<b>사원에 도달하여 보물을 찾아보세요!</b>
0x894cd4e0,브레일린 이모가 숨겨진 마지막 사원에서 시신이 되어 누워 있습니다! 이모의 시신으로 가서 영혼을 구하고 다시 거점에서 소환하세요!
0x8958e414,<npc>사냥꾼</npc>이 <b>더 좋은 방어구</b>를 제작하기 위해 예전에 사용하던 <craftingstation>방추</craftingstation>가 필요한 모양입니다. <b><location>초원마을</location></b> 근처에서 잃어버린 것 같습니다.
0x8e5df613,약탈자의 언덕의 약탈자 여족장을 쓰러뜨려 <b>개량형 갈고리 제작 지식이 잠금 해제</b>되었습니다.\n\n더 적은 지구력을 소모해 개선된 도구를 사용할 수 있습니다. <npc>목수</npc>에게 도움을 받아서 제작하세요.
0x939a1d03,검은 수렁이라는 이름의 신비로운 미지의 땅에 도달했습니다. 이곳은 화염의 손길이 약하므로 고대 첨탑 — 검은 수렁에 불을 붙여 화염에 힘을 불어넣어야 합니다. 불길이 거세지고 나면 화염이 당신을 더 잘 안내해 줄 것입니다.
0x946c191a,<npc>농부</npc>에게 딸기를 주었습니다. 그 맛은 에밀리에게 재앙이 닥치기 전 풍요로운 오아시스였던 옛 고향을 떠올리게 했습니다.\n\n그녀는 열매를 받은 보답으로 <location>글렌우드 끄트머리</location>의 쓰레기 더미에 묻힌 <b>보물 위치</b>를 알려주었습니다. 해당 장소를 조사해 숨겨진 보물을 찾아내세요!
0x96435bda,<location><lorename>루파</lorename>의 소굴</location>에서 값진 <craftingstation>무두질 작업대</craftingstation>를 발견했습니다. <npc>사냥꾼</npc>에게 이 소식을 전하면 분명 기뻐할 것입니다. \n\n<craftingstation>무두질 작업대</craftingstation>를 설치하면 더 많은 제작법을 배울 수 있습니다.
0x96a6df6e,"대장장이는 물속에서 금을 캘 방법이 있다고 했지만, 그러려면 제대로 된 도구가 필요합니다.\n\n대장장이는 수도로 보내던 금 수송물 상당수가 오르빌이라는 마을에서 출발했다고 했습니다.\n\n<b>이 마을로 가서</b> 살펴보세요!"
0x973eaa01,"<npc>대장장이</npc>에게 보낸 편지는 다음과 같습니다. \n사랑하는 오스왈드, 당신은 내가 뭐라 설명할 수 없을 정도로 특별한 존재예요. 키도 크고, 강한 힘을 지닌 <npc>대장장이</npc>죠! 더 뭐가 필요하겠어요? 매일 당신 생각에 잠을 이루지 못하고 있어요. 우리가 바다를 사이에 두고 멀리 떨어져 있다면 어땠을까요? 그래도 내 마음은 언제나 당신 거예요. 별이 빛나는 밤에 당신을 향한 제 마음을 종이에 옮겨 담을 때마다, 저는 살아있음을 느끼곤 해요.\n\n레이건"
0x9769d1fa,"<npc>농부</npc>, 에밀리 프레이는 레벨우드에서 고대 첨탑을 정복하기를 원합니다.\n\n 고대 첨탑의 정상에 도달하면 새로운 지역의 <b>빠른 이동 지점과 지도의 새로운 관심 지점</b> 이 잠금 해제됩니다."
0x97b8fdaa,오르빌 마을에 사는 진주 잠수부들은 만 반대쪽 해안까지 헤엄쳐서 침입해오는 드락달을 피해 달아나려 했습니다. 은신 상태를 유지하기 위해 잠수부들은 숨을 쉬러 다시 수면 위로 올라오지 못했다고 합니다. 이들은 해안 표면이 싹 정리될 때까지 여러 대의 난파선 안에 숨어지내기로 결정했습니다.\n\n<b>오르빌 근처의 난파선들까지 수영해서 거기 있는 채굴용 체를 찾아보세요!</b>
0x980a540b,"<npc>목수</npc>가 목공 작업을 할 은신처가 필요합니다. 목수의 집을 짓고 <b>근처에 있는 은신처 침대</b>에 접근할 수 있게 해주세요!\n\n생존자를 은신처에서 쉬게 하려면, <b>적절한 침대를 만드세요.</b> 생존자가 쉽게 접근할 수 있는 보호 구역에 침대를 두세요. 침대는 배치할 때 침대가 배정되지 않은 가장 가까운 생존자에게 자동으로 배정됩니다. 침대를 다시 배정하고 싶다면 침대를 겨냥한 상태에서 소환 지팡이를 장착하고 사용하세요.\n\n이 퀘스트는 생존자가 쉴 은신처가 사라지면 재활성화되어 알림이 뜹니다."
0x9afd6294,고대 오벨리스크와 상호작용하여 이 땅에 대한 지식과 과거의 기억을 확인하세요.
0x9f38fc27,오르빌은 드락달에 감염된 것 같습니다. 만일 이곳에 누구라도 살고 있었다 해도 그들의 존재는 물론 사용하던 도구도 지금쯤 사라진 지 오래겠죠.\n\n<b>이 지역을 수색해 단서를 찾으세요.</b>
0xa04c9f5f,불길한 기운이 레벨우드에서 멀리 떨어진 곳의 큰 마을인 <location>글렌우드 끄트머리</location>를 뒤덮었습니다. <b>그곳을 찾아</b>서 둘러보세요!
0xa1292c9a,<keyitem>도가니</keyitem>를 찾았습니다. 이것을 <npc>대장장이</npc>에게 가져가 <craftingstation>제련소</craftingstation>를 제작하면 더 많은 아이템을 만들 수 있을 것입니다.
0xa41d847e,불꽃을 획득했습니다. 불꽃을 사용하여 화염 제단에서 화염을 강화하고 <b>불꽃 강화</b>를 화염 제단에서 사용하여 어둠의 안개 통과 레벨을 늘리고 더 많은 기지를 구축하세요.
0xa4f2ba46,불타는 황무지의 드라코니안 독수리 둥지에 특별한 물품이 있습니다. 그곳을 탐색하여 물품을 손에 넣으세요!
0xa66965c5,"카피바라를 길들이기 위한 지정된 장소에 도착했습니다. <b>미끼를 사용하여 그곳의 동물을 길들이세요.</b> 조심스럽게 접근하는 것을 잊지 마세요!\n\n카피바라가 편안해지면, <b>집으로 데려올 수 있습니다. 그 후부터는 털을 생산할 것입니다.</b>"
0xa6fc9854,"화염은 더 강해지려면 더 많은 동료가 필요하다고 했습니다. 화염은 사람들의 믿음, 지식, 희망을 먹고 힘을 키울 것입니다. \n\n더 많은 동료를 얻으려면 방황하는 마을 주민의 영혼을 찾아야 합니다.\n방황하는 영혼을 찾으면 그들에게 은신처와 음식을 제공하여 행복하게 만들어야 합니다. 그다음 <b>화염을 다음 레벨로 강화</b>하여 더 깊은 세계로 들어갈 수 있습니다!"
0xa71b3e22,목수가 메이라는 상인에 대해 이야기했습니다. 메이는 설날을 위한 장식품과 물건을 가지고 있습니다.\n\n메이는 종종 키 작은 목초지에 들렀고 항상 같은 길로 다녔습니다. \n\n새로운 장식품 및 물건을 구입할 수 있는 상인을 찾으세요!
0xa7cf58c7,연금술사는 연구 중 <b>고대인이 한때 증강을 위한 자연적인 동력원으로 보석을 사용했다는</b> 사실을 발견했습니다. 이 보석은 땅속에서 유래했으며 주변 에너지에 달라붙는 신비한 특성을 가지고 있습니다.\n\n보석의 힘을 활용하려면 먼저 <b>보석 세공소</b>의 위치를 알아야 합니다. 다행히 연금술사는 어디를 찾아야 할지 알고 있습니다.\n\n계속하려면 지도에 표시된 <b>위치로 가세요</b>.
0xa82b619c,목수가 당신이 <b>개량형 글라이더</b>를 제작할 지식과 수단을 갖췄음을 알아챘습니다. 재료를 수집한 뒤 목수와 함께 <b>개량형 글라이더를 제작하거나 획득하여</b> 안정적인 비행을 하세요!
0xa86bb138,<npc>수집가</npc>가 레벨우드에 있는 망자의 전당 위치를 드러냈습니다. 이 굴에 들어가려면 열쇠가 필요합니다.\n\n계속하려면 <b>수집가와 함께 열쇠를 제작하세요</b>.
0xa8763980,"<npc>농부</npc>는 단것을 좋아하는 자신의 입맛을 채워줄 딸기를 가져다주면 작은 비밀 하나를 공유하겠다고 합니다. 딸기는 고급 제작을 통해 재배하고 수확할 수 있으나, 레벨우드에서도 직접 발견할 수 있습니다."
